anomaly_score,class
0.437699626873911,normal
0.446523156285675,normal
0.389370901065359,normal
0.446523156285675,normal
0.369763057928104,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.360916185845938,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.368260473958358,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.358465205453781,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.368269127022408,normal
0.446523156285676,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.368269127022408,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285676,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.368269127022408,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.360916185845938,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285676,normal
0.379566979496731,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285676,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285676,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.379566979496731,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.369763057928104,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.373162434742672,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.368260473958358,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.368269127022408,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285676,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.369763057928104,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.360916185845938,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285676,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285676,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.369763057928104,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285676,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285676,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285676,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285676,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.368269127022408,normal
0.437699626873911,normal
0.437699626873911,normal
0.368260473958358,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.360916185845938,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.379566979496731,normal
0.446523156285675,normal
0.379566979496731,normal
0.437699626873911,normal
0.368269127022408,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285676,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.369763057928104,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285676,normal
0.437699626873911,normal
0.369763057928104,normal
0.446523156285676,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285676,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285676,normal
0.437699626873911,normal
0.437699626873911,normal
0.368269127022408,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.373162434742672,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.360916185845938,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.368260473958358,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.379566979496731,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285676,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285676,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.422481581234863,normal
0.446523156285675,normal
0.368269127022408,normal
0.446523156285675,normal
0.446523156285676,normal
0.446523156285675,normal
0.446523156285676,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285676,normal
0.446523156285675,normal
0.446523156285675,normal
0.368269127022408,normal
0.446523156285676,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.368260473958358,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285676,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.363358513174045,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285676,normal
0.437699626873911,normal
0.373162434742672,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285676,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285676,normal
0.446523156285675,normal
0.369763057928104,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.422481581234863,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.368260473958358,normal
0.437699626873911,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285676,normal
0.369763057928104,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285676,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.368269127022408,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285676,normal
0.446523156285676,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.368269127022408,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.363358513174045,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.368269127022408,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.389370901065359,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285676,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.422481581234863,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.446523156285675,normal
0.437699626873911,normal
0.437699626873911,normal
0.437699626873911,normal
0.437699626873911,normal
0.446523156285675,normal
0.369763057928104,normal
0.437699626873911,normal
0.446523156285676,normal
0.437699626873911,normal
0.437699626873911,normal
